"PWS.ID","PWS.Name","PWS.Type","Primary.Source","Counties.Served","Cities.Served","PopulationServed.Count","Number.of.Facilities","Owner.Type","Facility.Id","Facility.Name","EPA.Region","Primacy.Agency","Facility.Type.Description","Is.Source.Ind","Activity.Status","Deactivation.Date","Facility.Activity","Facility.Deactivation.Date","Water.Type.Description","Availability.Description","Primacy.Type","Season.Begin.Date","Season.End.Date","Population.Served.Count","Service.Connections.Count","Is.Wholesaler","Seller.Pwsid","Seller.Pws.Name","Seller.Treatment.Description","Filtration.Status.Description","Treatment.Process","Treatment.Objective","LAKE_HISTORY_ID","Previous_Assessment","LOCATION_WATERBODY_CLASSIFICATION","LOCATION_PWL_ID","LAKE_FIN","LAKE_WATERBODY_NAME","Number.of.Violations","Number.of.Site.Visits"
"NY4700094","COBLESKILL VILLAGE","Community water system","Surface water","Schoharie","COBLESKILL (V)",4883,10,"Local government",30297,"SURFACE RESERVOIR # 2","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",4883,1030,"N","","","","Filtration already in place","","","1202COB0583","Needs Verification","A","1202-0015","H-240-82-63-9-P583","Cobleskill Reservoir",NA,NA
"NY4700094","COBLESKILL VILLAGE","Community water system","Surface water","Schoharie","COBLESKILL (V)",4883,10,"Local government",30295,"SURFACE RESERVOIR # 3","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",4883,1030,"N","","","","Filtration already in place","","","1202HOL5453","Needs Verification","A","1202-0015","H-240-82-63-9-1-P5453","Holding Pond",NA,NA
"NY4700094","COBLESKILL VILLAGE","Community water system","Surface water","Schoharie","COBLESKILL (V)",4883,10,"Local government",30295,"SURFACE RESERVOIR # 3","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",4883,1030,"N","","","","Filtration already in place","","","1202UWB5133","Needs Verification","A","1202-0015","H-240-82-63-9-1-P5133","Unnamed Water",NA,NA
"NY4700094","COBLESKILL VILLAGE","Community water system","Surface water","Schoharie","COBLESKILL (V)",4883,10,"Local government",30295,"SURFACE RESERVOIR # 3","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",4883,1030,"N","","","","Filtration already in place","","","1202COB0583","Needs Verification","A","1202-0015","H-240-82-63-9-P583","Cobleskill Reservoir",NA,NA
"NY4700097","RICHMONDVILLE VILLAGE","Community water system","Surface water","Schoharie","RICHMONDVILLE (V)",918,7,"Local government",30299,"SURFACE RESERVOIR # 1","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",918,273,"N","","","","Filtration already in place","","","1202UWB0599","UnAssessed","A","1202-0038","H-240-82-63-25-P599","Unnamed Water",5,63
"NY4700097","RICHMONDVILLE VILLAGE","Community water system","Surface water","Schoharie","RICHMONDVILLE (V)",918,7,"Local government",30300,"SURFACE RESERVOIR # 2","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",918,273,"N","","","","Filtration already in place","","","1202UWB0599","UnAssessed","A","1202-0038","H-240-82-63-25-P599","Unnamed Water",5,63
"NY4700097","RICHMONDVILLE VILLAGE","Community water system","Surface water","Schoharie","RICHMONDVILLE (V)",918,7,"Local government",44725,"DRILLED WELL #1","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",918,273,"N","","","","","","","1202UWB0599","UnAssessed","A","1202-0038","H-240-82-63-25-P599","Unnamed Water",5,63
"NY4700099","SHARON SPRINGS VILLAGE","Community water system","Surface water","Schoharie","SHARON SPRINGS (V)",558,9,"Local government",30303,"SURFACE RESERVOIR # 1","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",558,280,"N","","","","Filtration already in place","","","1202ENG0589","Impaired","A","1202-0009","H-240-82-63-13-9-P589","Engleville Pond",68,87
"NY4700099","SHARON SPRINGS VILLAGE","Community water system","Surface water","Schoharie","SHARON SPRINGS (V)",558,9,"Local government",22837,"DRILLED WELL # 1","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",558,280,"N","","","","","","","1202ENG0589","Impaired","A","1202-0009","H-240-82-63-13-9-P589","Engleville Pond",68,87
"NY4901195","OVID VILLAGE","Community water system","Surface water","Seneca","OVID (V)",990,10,"Local government",23097,"WELL #2-WEST WELL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",990,321,"N","","","","","","","0705SEN0369","Threatened","AA(TS)","0705-0021","ONT-66-12-P369","Seneca Lake",62,26
"NY4901195","OVID VILLAGE","Community water system","Surface water","Seneca","OVID (V)",990,10,"Local government",23096,"WELL #1-EAST WELL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",990,321,"N","","","","","","","0705SEN0369","Threatened","AA(TS)","0705-0021","ONT-66-12-P369","Seneca Lake",62,26
"NY4901195","OVID VILLAGE","Community water system","Surface water","Seneca","OVID (V)",990,10,"Local government",30307,"SENECA LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",990,321,"N","","","","Filtration already in place","","","0705SEN0369","Threatened","AA(TS)","0705-0021","ONT-66-12-P369","Seneca Lake",62,26
"NY4901198","SENECA FALLS","Community water system","Surface water","Seneca","SENECA FALLS (V)",9400,12,"Local government",30308,"CAYUGA LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",9400,2543,"N","","","","Filtration already in place","","","0705CAY0296","Threatened","A(T)","0705-0025","ONT-66-12-P296","Cayuga Lake",NA,NA
"NY4901199","WATERLOO VILLAGE","Community water system","Surface water","Seneca","WATERLOO (V)",7000,14,"Local government",30309,"SENECA LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",7000,1910,"N","","","","Filtration already in place","","","0705SEN0369","No Known Impact","B(T)","0705-0026","ONT-66-12-P369","Seneca Lake",NA,NA
"NY4910589","WILLARD DRUG TREATMENT CENTER","Community water system","Surface water","Seneca","OVID (T)",1200,8,"State government",30310,"SENECA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",1200,1,"N","","","","Filtration already in place","","","0705SEN0369","Threatened","AA(TS)","0705-0021","ONT-66-12-P369","Seneca Lake",NA,NA
"NY5001215","HORNELL CITY","Community water system","Surface water","Steuben","HORNELL (C), HORNELSLVILLE (T), NORTH HORNELL (V)",8590,19,"Local government",30320,"RESERVOIR #2","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8590,3500,"Y","","","","Filtration already in place","","","0503HOR0034","UnAssessed","A","0503-0031","PA-3-57-5-49-P34","Hornell Rs No 1",NA,NA
"NY5001215","HORNELL CITY","Community water system","Surface water","Steuben","HORNELL (C), HORNELSLVILLE (T), NORTH HORNELL (V)",8590,19,"Local government",30320,"RESERVOIR #2","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8590,3500,"Y","","","","Filtration already in place","","","0503HOR0036","UnAssessed","A","0503-0031","PA-3-57-5-49-7-P36","Hornell Rs No 2",NA,NA
"NY5001215","HORNELL CITY","Community water system","Surface water","Steuben","HORNELL (C), HORNELSLVILLE (T), NORTH HORNELL (V)",8590,19,"Local government",30321,"RESERVOIR #1","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8590,3500,"Y","","","","Filtration already in place","","","0503HOR0036","UnAssessed","A","0503-0031","PA-3-57-5-49-7-P36","Hornell Rs No 2",NA,NA
"NY5001215","HORNELL CITY","Community water system","Surface water","Steuben","HORNELL (C), HORNELSLVILLE (T), NORTH HORNELL (V)",8590,19,"Local government",30321,"RESERVOIR #1","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8590,3500,"Y","","","","Filtration already in place","","","0503HOR0034","UnAssessed","A","0503-0031","PA-3-57-5-49-P34","Hornell Rs No 1",NA,NA
"NY5001215","HORNELL CITY","Community water system","Surface water","Steuben","HORNELL (C), HORNELSLVILLE (T), NORTH HORNELL (V)",8590,19,"Local government",30319,"RESERVOIR #3","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8590,3500,"Y","","","","Filtration already in place","","","0503HOR0034","UnAssessed","A","0503-0031","PA-3-57-5-49-P34","Hornell Rs No 1",NA,NA
"NY5001215","HORNELL CITY","Community water system","Surface water","Steuben","HORNELL (C), HORNELSLVILLE (T), NORTH HORNELL (V)",8590,19,"Local government",30319,"RESERVOIR #3","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8590,3500,"Y","","","","Filtration already in place","","","0503HOR0036","UnAssessed","A","0503-0031","PA-3-57-5-49-7-P36","Hornell Rs No 2",NA,NA
"NY5001223","HAMMONDSPORT VILLAGE","Community water system","Surface water","Steuben","HAMMONDSPORT (V)",731,11,"Local government",30322,"INTAKE IN KEUKA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",731,385,"N","","","","Filtration already in place","","","0705KEU0388","Impaired","AA(TS)","0705-0003","ONT-66-12-P369-115-P388","Keuka Lake",12,22
"NY5001223","HAMMONDSPORT VILLAGE","Community water system","Surface water","Steuben","HAMMONDSPORT (V)",731,11,"Local government",30322,"INTAKE IN KEUKA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",731,385,"N","","","","Filtration already in place","","","0705KEU0388","Impaired",NA,"0705-0003","ONT-66-12-P369-115-P388","Keuka Lake",12,22
"NY5103294","FISHERS ISLAND WW CORP","Community water system","Surface water","Suffolk","SOUTHOLD (T)",2500,13,"Local government",87412,"CHURCH WELL","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",2500,628,"N","","","","","","","1702BAR1108","UnAssessed","A","1701-0285","FI-P1108","Barlow Pond",NA,NA
"NY5103294","FISHERS ISLAND WW CORP","Community water system","Surface water","Suffolk","SOUTHOLD (T)",2500,13,"Local government",46707,"SIMA WELL #2","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",2500,628,"N","","","","","","","1702BAR1108","UnAssessed","A","1701-0285","FI-P1108","Barlow Pond",NA,NA
"NY5103294","FISHERS ISLAND WW CORP","Community water system","Surface water","Suffolk","SOUTHOLD (T)",2500,13,"Local government",23747,"SIMA WELL #1","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",2500,628,"N","","","","","","","1702BAR1108","UnAssessed","A","1701-0285","FI-P1108","Barlow Pond",NA,NA
"NY5203329","LIBERTY VILLAGE","Community water system","Surface water","Sullivan","LIBERTY (V)",3900,17,"Local government",33801,"LILY POND INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3900,1644,"N","","","","Filtration already in place","","","1403LIL0311","No Known Impact","AA","1403-0067","D-70-20-25-9-9-P311","Lily Pond",NA,NA
"NY5203337","MONTICELLO VILLAGE","Community water system","Surface water","Sullivan","MONTICELLO (V)",8000,23,"Local government",25579,"WELL #1","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",8000,2000,"N","","","","","","","1402KIA0044","Needs Verification","A","1402-0003","D-1-38-3-P44","Kiamesha Lake",NA,NA
"NY5203337","MONTICELLO VILLAGE","Community water system","Surface water","Sullivan","MONTICELLO (V)",8000,23,"Local government",25578,"WELL #2","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",8000,2000,"N","","","","","","","1402KIA0044","Needs Verification","A","1402-0003","D-1-38-3-P44","Kiamesha Lake",NA,NA
"NY5203337","MONTICELLO VILLAGE","Community water system","Surface water","Sullivan","MONTICELLO (V)",8000,23,"Local government",30345,"KIAMESHA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",8000,2000,"N","","","","Filtration already in place","","","1402KIA0044","Needs Verification","A","1402-0003","D-1-38-3-P44","Kiamesha Lake",NA,NA
"NY5203337","MONTICELLO VILLAGE","Community water system","Surface water","Sullivan","MONTICELLO (V)",8000,23,"Local government",33537,"WELL #3","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",8000,2000,"N","","","","","","","1402KIA0044","Needs Verification","A","1402-0003","D-1-38-3-P44","Kiamesha Lake",NA,NA
"NY5203346","EMERALD GREEN LAKE LOUISE MARIE WC","Community water system","Surface water","Sullivan","THOMPSON (T)",2400,10,"Private",30349,"LAKE LOUISE MARIE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",2400,842,"N","","","","Filtration already in place","","","1402LOU0040","UnAssessed","A","1402-0049","D-1-35-P40","Lake Louise Marie",NA,NA
"NY5203348","WOODRIDGE VILLAGE","Community water system","Surface water","Sullivan","WOODRIDGE (V)",902,11,"Local government",25588,"WELL 1 PRIMARY CAISSON","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",902,660,"N","","","","","","","1402EAS0055","UnAssessed","AA","1402-0060","D-1-48-P55","East Pond",4,8
"NY5203348","WOODRIDGE VILLAGE","Community water system","Surface water","Sullivan","WOODRIDGE (V)",902,11,"Local government",30350,"EAST POND INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",902,660,"N","","","","Filtration already in place","","","1402EAS0055","UnAssessed","AA","1402-0060","D-1-48-P55","East Pond",4,8
"NY5404423","SCLIWC","Community water system","Surface water","Tompkins","LANSING (T)",0,14,"Public/Private",30383,"CAYUGA LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",0,7000,"N","","","","","","","0705CAY0296","Threatened","AA(T)","0705-0050","ONT-66-12-P296","Cayuga Lake",0,15
"NY5503015","NYS OFFICE OF CHILDREN & FAMILY SERVICES","Community water system","Surface water","Ulster","LLOYD (T)",470,3,"State government",30398,"CHODIKEE LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",470,17,"N","","","","Filtration already in place","","","1301CHO0437","Impaired","A","1301-0208","H-128-P437","Chodikee Lake",9,8
"NY5503374","KINGSTON (CITY) WATER DISTRICT","Community water system","Surface water","Ulster","KINGSTON (C)",24000,13,"Local government",34659,"COOPER LAKE RESERVOIR/MINK HOLLOW","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",24000,7500,"N","","","","Filtration already in place","","","1307COO0839","No Known Impact","A","1307-0022","H-171-17-21-P839","Cooper Lake",NA,NA
"NY5503374","KINGSTON (CITY) WATER DISTRICT","Community water system","Surface water","Ulster","KINGSTON (C)",24000,13,"Local government",34659,"COOPER LAKE RESERVOIR/MINK HOLLOW","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",24000,7500,"N","","","","Filtration already in place","","","1307KIN0837","UnAssessed","B(T)","1307-0020","H-171-17-P837","Kingston Rs No 1",NA,NA
"NY5503374","KINGSTON (CITY) WATER DISTRICT","Community water system","Surface water","Ulster","KINGSTON (C)",24000,13,"Local government",34659,"COOPER LAKE RESERVOIR/MINK HOLLOW","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",24000,7500,"N","","","","Filtration already in place","","","1307KIN0837A","UnAssessed","A","1307-0021","H-171-17-7-P837A","Kingston Rs No 4",NA,NA
"NY5503374","KINGSTON (CITY) WATER DISTRICT","Community water system","Surface water","Ulster","KINGSTON (C)",24000,13,"Local government",34659,"COOPER LAKE RESERVOIR/MINK HOLLOW","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",24000,7500,"N","","","","Filtration already in place","","","1307KIN0838A","UnAssessed","B(T)","1307-0020","H-171-17-P838A","Kingston Rs No 2",NA,NA
"NY5600101","BOLTON WATER DISTRICT","Community water system","Surface water","Warren","BOLTON (T)",1800,11,"Local government",30694,"EDGECOMB POND (143 MG CAPACITY)","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",1800,740,"N","","","","Filtration already in place","","","1006EDG0381","No Known Impact","AA-S","1006-0028","C-101-P367-56-P381","Edgecomb Pond",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",30696,"HALFWAY BROOK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1101KEE0114","UnAssessed","AA","1101-0089","H-343-P114","Keenan Reservoir",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",30696,"HALFWAY BROOK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1005WIL0455A","No Known Impact","AA(T)","1005-0052","C-134-4-19-P455A","Wilkie Reservoir",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",30696,"HALFWAY BROOK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1005BUT0452","No Known Impact","AA","1005-0050","C-134-4-19-19-P452","Butler Pond",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",30698,"KEENAN RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1101KEE0114","UnAssessed","AA","1101-0089","H-343-P114","Keenan Reservoir",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",30698,"KEENAN RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1005WIL0455A","No Known Impact","AA(T)","1005-0052","C-134-4-19-P455A","Wilkie Reservoir",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",30698,"KEENAN RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1005BUT0452","No Known Impact","AA","1005-0050","C-134-4-19-19-P452","Butler Pond",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",44484,"BUTLER RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1101KEE0114","UnAssessed","AA","1101-0089","H-343-P114","Keenan Reservoir",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",44484,"BUTLER RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1005BUT0452","No Known Impact","AA","1005-0050","C-134-4-19-19-P452","Butler Pond",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",44484,"BUTLER RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1005WIL0455A","No Known Impact","AA(T)","1005-0052","C-134-4-19-P455A","Wilkie Reservoir",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",30697,"WILKIE RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1101KEE0114","UnAssessed","AA","1101-0089","H-343-P114","Keenan Reservoir",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",30697,"WILKIE RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1005WIL0455A","No Known Impact","AA(T)","1005-0052","C-134-4-19-P455A","Wilkie Reservoir",NA,NA
"NY5600104","GLENS FALLS CITY","Community water system","Surface water","Warren","GLENS FALLS (C)",14000,22,"Local government",30697,"WILKIE RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",14000,5200,"N","","","","Filtration already in place","","","1005BUT0452","No Known Impact","AA","1005-0050","C-134-4-19-19-P452","Butler Pond",NA,NA
"NY5600106","LAKE GEORGE VILLAGE","Community water system","Surface water","Warren","LAKE GEORGE (V)",1800,21,"Local government",44495,"BEACH ROAD INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",1800,1400,"N","","","","Filtration already in place","","","1006GEO0367","Impaired","AA-S","1006-0016","C-101-P367","Lake George",NA,NA
"NY5621608","ANTLERS AT DIAMOND POINT","Community water system","Surface water","Warren","LAKE GEORGE (T)",125,6,"Private",30770,"SURFACE-LAKE GEORGE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",125,27,"N","","","","Filtration already in place","","","1006GEO0367","Impaired","AA-S","1006-0016","C-101-P367","Lake George",55,13
"NY5704191","GREAT MEADOW/WASHINGTON CORR. FACILITIES","Community water system","Surface water","Washington","FORT ANN (T)",3802,12,"State government",30784,"DOLPH POND - 210 MG/160 MG USEABLE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3802,104,"N","","","","Filtration already in place","","","1005DOL0424","No Known Impact","AA","1005-0038","C-134-4-14-P424","Dolph Pond",NA,NA
"NY5704191","GREAT MEADOW/WASHINGTON CORR. FACILITIES","Community water system","Surface water","Washington","FORT ANN (T)",3802,12,"State government",61520,"DRILLED WELL-OUTSIDE TP","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water under the influence of surface water","Permanent","State","","",3802,104,"N","","","","Filtration already in place","","","1005DOL0424","No Known Impact","AA","1005-0038","C-134-4-14-P424","Dolph Pond",NA,NA
"NY5801232","NEWARK VILLAGE","Community water system","Surface water","Wayne","NEWARK (V)",9142,21,"Local government",30792,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",9142,3836,"N","","","","Filtration already in place","","","0704CAN0286","Threatened","AA(TS)","0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY5801232","NEWARK VILLAGE","Community water system","Surface water","Wayne","NEWARK (V)",9142,21,"Local government",30792,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",9142,3836,"N","","","","Filtration already in place","","","0704CAN0286","Threatened",NA,"0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY5801232","NEWARK VILLAGE","Community water system","Surface water","Wayne","NEWARK (V)",9142,21,"Local government",30792,"CANANDAIGUA LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",9142,3836,"N","","","","Filtration already in place","","","0704SUCXXX1","Threatened","AA(TS)","0704-0001",NA,"Sucker Brook",NA,NA
"NY5801235","PALMYRA VILLAGE","Community water system","Surface water","Wayne","PALMYRA (V)",3580,18,"Local government",30794,"CANANDAIGUA LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3580,1300,"N","","","","Filtration already in place","","","0704CAN0286","Threatened","AA(TS)","0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY5801235","PALMYRA VILLAGE","Community water system","Surface water","Wayne","PALMYRA (V)",3580,18,"Local government",30794,"CANANDAIGUA LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3580,1300,"N","","","","Filtration already in place","","","0704CAN0286","Threatened",NA,"0704-0001","ONT-66-12-52-P286","Canandaigua Lake",NA,NA
"NY5801235","PALMYRA VILLAGE","Community water system","Surface water","Wayne","PALMYRA (V)",3580,18,"Local government",30794,"CANANDAIGUA LAKE INTAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3580,1300,"N","","","","Filtration already in place","","","0704SUCXXX1","Threatened","AA(TS)","0704-0001",NA,"Sucker Brook",NA,NA
"NY5903437","MOUNT KISCO WATER DEPARTMENT","Community water system","Surface water","Westchester","MOUNT KISCO (V)",9600,20,"Local government",59789,"WELL #4","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",9600,2700,"N","","","","","","","1702BRY1106","UnAssessed","AA","1702-0134","LIS-13-P1106","Bryam Lake Reservoir",NA,NA
"NY5903437","MOUNT KISCO WATER DEPARTMENT","Community water system","Surface water","Westchester","MOUNT KISCO (V)",9600,20,"Local government",59790,"WELL #6","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",9600,2700,"N","","","","","","","1702BRY1106","UnAssessed","AA","1702-0134","LIS-13-P1106","Bryam Lake Reservoir",NA,NA
"NY5903437","MOUNT KISCO WATER DEPARTMENT","Community water system","Surface water","Westchester","MOUNT KISCO (V)",9600,20,"Local government",59788,"WELL #2","Region 2","New York","Well ","Y","Active",NA,"Active","","Ground water","Permanent","State","","",9600,2700,"N","","","","","","","1702BRY1106","UnAssessed","AA","1702-0134","LIS-13-P1106","Bryam Lake Reservoir",NA,NA
"NY5903437","MOUNT KISCO WATER DEPARTMENT","Community water system","Surface water","Westchester","MOUNT KISCO (V)",9600,20,"Local government",30802,"BYRAM LAKE","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",9600,2700,"N","","","","Filtration already in place","","","1702BRY1106","UnAssessed","AA","1702-0134","LIS-13-P1106","Bryam Lake Reservoir",NA,NA
"NY5903451","OSSINING WATER DEPARTMENT","Community water system","Surface water","Westchester","OSSINING (T)",30000,14,"Local government",60788,"CONSEC CONN NYC  CROTON AQUEDUCT","Region 2","New York","Consecutive Connection","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,6600,"N","NY7003666","NEW YORK CITY - CROTON SYSTEM","Not treated","Filtration already in place","","","1302IND0042B","UnAssessed","A","1302-0067","H-31-2-P42B","Indian Brook Reservoir",NA,NA
"NY5903451","OSSINING WATER DEPARTMENT","Community water system","Surface water","Westchester","OSSINING (T)",30000,14,"Local government",30803,"INDIAN BROOK RESERVOIR","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",30000,6600,"N","","","","Filtration already in place","","","1302IND0042B","UnAssessed","A","1302-0067","H-31-2-P42B","Indian Brook Reservoir",NA,NA
"NY5903489","WESTCHESTER COUNTY WD #2","Community water system","Surface water","Westchester","SOMERS (T)",0,6,"Local government",30807,"AMAWALK RESERVOIR, NYC CROTON SYSTEM","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",0,1,"Y","","","","Filtration already in place","","","1302AMA0050","Impaired","A","1302-0044","H-31-P44-14-P50","Amawalk Reservoir",4,20
"NY6000613","PERRY VILLAGE","Community water system","Surface water","Wyoming","CASTILE (T), PERRY (T), PERRY (V)",3673,16,"Local government",30809,"SILVER LAKE INTAKE #1","Region 2","New York","Intake","Y","Active",NA,"Active","","Surface water","Permanent","State","","",3673,1666,"N","","","","Filtration already in place","","","0403SIL0115","Impaired","A","0403-0002","ONT-117-70-P115","Silver Lake",NA,NA
