"LOCATION_PWL_ID","waterbody","huc_10","basin_name","class","water_type","segment_assessment","LAKE_HISTORY_ID","LOCATION_HISTORY_ID","LOCATION_COUNTY","LOCATION_NAME","LOCATION_TYPE","LOCATION_X_COORDINATE","LOCATION_Y_COORDINATE","LOCATION_HORIZONTAL_METHOD","LOCATION_HORIZONTAL_DATUM","LOCATION_WATERBODY_CLASSIFICATION"
"1301-0155","Stillwater Pond",203010101,"Lower Hudson River","b(t)","pond","IR3_unassessed","1301STI0183C","1301STI0183C_C","Putnam","STILLWATER POND CENTROID","CENTROID",-73.821297,41.444,"INTERPOLATION-OTHER","NAD83","B(T)"
"1301-0156","Lake Ossi",203010101,"Lower Hudson River","b","pond","IR3_unassessed","1301OSS0183D","1301OSS0183D_C","Putnam","LAKE OSSI CENTROID","CENTROID",-73.760498,41.415901,"INTERPOLATION-OTHER","NAD83","B"
"1301-0157","Dickiebusch Lake",203010101,"Lower Hudson River","c","pond","IR3_unassessed","1301DIC0165E","1301DIC0165E_C","Westchester","DICKIEBUSCH LAKE CENTROID","CENTROID",-73.941399,41.309502,"INTERPOLATION-OTHER","NAD83","C"
"1301-0158","Brocey Pond",203010101,"Lower Hudson River","b","pond","IR3_unassessed","1301BRO0165F","1301BRO0165F_C","Westchester","BROCEY CREEK RESERVOIR CENTROID","CENTROID",-73.963898,41.319401,"INTERPOLATION-OTHER","NAD83","B"
"1301-0159","Hessian Lake",203010101,"Lower Hudson River","b(t)","pond","IR3_unassessed","1301HES0184","1301HES0184_C","Rockland","HESSIAN LAKE CENTROID","CENTROID",-73.991302,41.315399,"INTERPOLATION-OTHER","NAD83","B(T)"
"1301-0161","Cranberry Pond",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301CRA0185","1301CRA0185_C","Orange","CRANBERRY POND CENTROID","CENTROID",-74.004303,41.349602,"INTERPOLATION-OTHER","NAD83","A"
"1301-0162","Long Pond",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301LON0186","1301LON0186_BEACH","Orange","LONG POND BEACH","SHORE",-74.022187,41.373113,"INTERPOLATION-OTHER","NAD83","A"
"1301-0162","Long Pond",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301LON0186","1301LON0186_C","Orange","LONG POND CENTROID","CENTROID",-74.027298,41.369301,"INTERPOLATION-OTHER","NAD83","A"
"1301-0163","Round Pond",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301ROU0187","1301ROU0187_C","Orange","ROUND POND CENTROID","CENTROID",-74.023804,41.3769,"INTERPOLATION-OTHER","NAD83","B"
"1301-0164","Popolopen Lake",202000805,"Lower Hudson River","a","pond","IR3_needs-verification","1301POP0191","1301POP0191_C","Orange","POPOLOPEN LAKE CENTROID","CENTROID",-74.057404,41.354599,"INTERPOLATION-OTHER","NAD83","A"
"1301-0164","Popolopen Lake",202000805,"Lower Hudson River","a","pond","IR3_needs-verification","1301POP0191","1301POP0191_DH","Orange","POPOLOPEN LAKE DEEP HOLE","DEEP HOLE",-74.054053,41.35955,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","A"
"1301-0165","Bull Pond, Barnes Lake, Summit Lake",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301BAR0192B","1301BAR0192B_C","Orange","BARNES LAKE CENTROID","CENTROID",-74.080902,41.325901,"INTERPOLATION-OTHER","NAD83","A"
"1301-0165","Bull Pond, Barnes Lake, Summit Lake",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301BAR0192B","1301BAR0192B_PDH","Orange","BARNES LAKE PARKS DEEP HOLE","OTHER",-74.08111,41.32588,"INTERPOLATION-OTHER","NAD83","A"
"1301-0165","Bull Pond, Barnes Lake, Summit Lake",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301SUM0193","1301SUM0193_C","Orange","SUMMIT LAKE CENTROID","CENTROID",-74.096001,41.310299,"INTERPOLATION-OTHER","NAD83","A"
"1301-0165","Bull Pond, Barnes Lake, Summit Lake",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301BAR0192B","1301BAR0192B_BEACH","Orange","CENTRAL VALLEY COLONY CLUB","SHORE",-74.07914,41.327684,"INTERPOLATION-OTHER","NAD83","A"
"1301-0165","Bull Pond, Barnes Lake, Summit Lake",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301BUL0192","1301BUL0192_C","Orange","BULL POND CENTROID","CENTROID",-74.076599,41.344799,"INTERPOLATION-OTHER","NAD83","A"
"1301-0166","Stillwell Lake, Mine Lake",202000805,"Lower Hudson River","a","pond","IR3_needs-verification","1301MIN0188","1301MIN0188_C","Orange","MINE LAKE CENTROID","CENTROID",-74.046097,41.346699,"INTERPOLATION-OTHER","NAD83","A"
"1301-0166","Stillwell Lake, Mine Lake",202000805,"Lower Hudson River","a","pond","IR3_needs-verification","1301STI0187A","1301STI0187A_C","Orange","STILLWELL LAKE CENTROID","CENTROID",-74.0392,41.345901,"INTERPOLATION-OTHER","NAD83","A"
"1301-0166","Stillwell Lake, Mine Lake",202000805,"Lower Hudson River","a","pond","IR3_needs-verification","1301STI0187A","1301STI0187A_DH","Orange","STILLWELL LAKE DEEP HOLE","DEEP HOLE",-74.03263,41.34426,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","A"
"1301-0167","Lk Massawippa, Lk Teata, Low/Up Twin Lks",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301LTW0189","1301LTW0189_BEACH_1","Orange","CAMP HERALD","SHORE",-74.075433,41.317852,"INTERPOLATION-OTHER","NAD83","A"
"1301-0167","Lk Massawippa, Lk Teata, Low/Up Twin Lks",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301UTW0190","1301UTW0190_BEACH_2","Orange","MOSHOLU EXPLORER DAY CAMP","SHORE",-74.080158,41.311666,"INTERPOLATION-OTHER","NAD83","A"
"1301-0167","Lk Massawippa, Lk Teata, Low/Up Twin Lks",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301UTW0190","1301UTW0190_BEACH","Orange","YMCA CAMP DISCOVERY","SHORE",-74.077844,41.310856,"INTERPOLATION","NAD83","A"
"1301-0167","Lk Massawippa, Lk Teata, Low/Up Twin Lks",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301MAS0188A","1301MAS0188A_C","Orange","LAKE MASSAWIPPA CENTROID","CENTROID",-74.074097,41.3256,"INTERPOLATION-OTHER","NAD83","A"
"1301-0167","Lk Massawippa, Lk Teata, Low/Up Twin Lks",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301UTW0190","1301UTW0190_BEACH_1","Orange","CAMP LANOWA","SHORE",-74.080158,41.311666,"INTERPOLATION-OTHER","NAD83","A"
"1301-0167","Lk Massawippa, Lk Teata, Low/Up Twin Lks",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301LTW0189","1301LTW0189_C","Orange","LOWER TWIN LAKE CENTROID","CENTROID",-74.077599,41.317902,"INTERPOLATION-OTHER","NAD83","A"
"1301-0167","Lk Massawippa, Lk Teata, Low/Up Twin Lks",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301UTW0190","1301UTW0190_C","Orange","UPPER TWIN LAKE CENTROID","CENTROID",-74.082199,41.3111,"INTERPOLATION-OTHER","NAD83","A"
"1301-0167","Lk Massawippa, Lk Teata, Low/Up Twin Lks",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301TEA0188B","1301TEA0188B_C","Orange","LAKE TE-ATA CENTROID","CENTROID",-74.079903,41.3195,"INTERPOLATION-OTHER","NAD83","A"
"1301-0167","Lk Massawippa, Lk Teata, Low/Up Twin Lks",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301LTW0189","1301LTW0189_BEACH_2","Orange","CAMP WAKONDA","SHORE",-74.073341,41.317633,"INTERPOLATION-OTHER","NAD83","A"
"1301-0170","Brooks Lake",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301BRO0193A","1301BRO0193A_C","Orange","BROOKS LAKE CENTROID","CENTROID",-73.994698,41.330299,"INTERPOLATION-OTHER","NAD83","B"
"1301-0171","Cragson Lake, Crystal Lake",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301CRA0197","1301CRA0197_C","Orange","CRAGSTON LAKE CENTROID","CENTROID",-73.977898,41.354099,"INTERPOLATION-OTHER","NAD83","B"
"1301-0171","Cragson Lake, Crystal Lake",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301CRY0197B","1301CRY0197B_C","Orange","CRYSTAL LAKE CENTROID","CENTROID",-73.971001,41.3549,"INTERPOLATION-OTHER","NAD83","B"
"1301-0171","Cragson Lake, Crystal Lake",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301UWB5457","1301UWB5457_C","Orange","UNNAMED WATER CENTROID","CENTROID",-73.9795,41.351601,"INTERPOLATION-OTHER","NAD83","B"
"1301-0173","Bog Meadow Pond, Jims Pond",202000805,"Lower Hudson River","a(t)","pond","IR3_needs-verification","1301BOG0200","1301BOG0200_C","Orange","BOG MEADOW POND CENTROID","CENTROID",-74.013,41.387402,"INTERPOLATION-OTHER","NAD83","A(T)"
"1301-0173","Bog Meadow Pond, Jims Pond",202000805,"Lower Hudson River","a(t)","pond","IR3_needs-verification","1301JIM0199B","1301JIM0199B_C","Orange","JIMS POND CENTROID","CENTROID",-74.022903,41.387699,"INTERPOLATION-OTHER","NAD83","A(T)"
"1301-0173","Bog Meadow Pond, Jims Pond",202000805,"Lower Hudson River","a(t)","pond","IR3_needs-verification","1301BOG0200","1301BOG0200_DH","Orange","BOG MEADOW POND DEEP HOLE","DEEP HOLE",-74.012623,41.38772,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","A(T)"
"1301-0174","Lusk Reservoir",202000805,"Lower Hudson River","a","pond","IR3_unassessed","1301LUS0204","1301LUS0204_C","Orange","LUSK RESERVOIR CENTROID","CENTROID",-73.962196,41.387798,"INTERPOLATION-OTHER","NAD83","A"
"1301-0176","Laths Pd, Loch Lyall, Catfish, Duck Pds",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301LAT0206","1301LAT0206_C","Putnam","LATHS POND CENTROID","CENTROID",-73.923302,41.422001,"INTERPOLATION-OTHER","NAD83","B"
"1301-0176","Laths Pd, Loch Lyall, Catfish, Duck Pds",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301DUCXXX1","1301DUCXXX1_C","Putnam","DUCK POND CENTROID","CENTROID",-73.8837,41.422,"INTERPOLATION-OTHER","NAD83","B"
"1301-0176","Laths Pd, Loch Lyall, Catfish, Duck Pds",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301LYA0207A","1301LYA0207A_C","Putnam","LOCH LYALL CENTROID","CENTROID",-73.906403,41.417599,"INTERPOLATION-OTHER","NAD83","B"
"1301-0176","Laths Pd, Loch Lyall, Catfish, Duck Pds",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301CAT0207B","1301CAT0207B_C","Putnam","CATFISH POND CENTROID","CENTROID",-73.897499,41.404201,"INTERPOLATION-OTHER","NAD83","B"
"1301-0178","Jaycox Pond",202000805,"Lower Hudson River","a(t)","pond","IR3_unassessed","1301JAC0216","1301JAC0216_C","Putnam","JACOX POND CENTROID","CENTROID",-73.924499,41.444,"INTERPOLATION-OTHER","NAD83","A(T)"
"1301-0179","Cold Spring Reservoirs",202000805,"Lower Hudson River","a(t)","pond","IR3_needs-verification","1305COL0404","1305COL0404_DH","Putnam","Cold Spring DEEP HOLE","DEEP HOLE",-73.93904877,41.46601486,"GPS - UNSPECIFIED","WGS84","A(T)"
"1301-0179","Cold Spring Reservoirs",202000805,"Lower Hudson River","a(t)","pond","IR3_needs-verification","1305COL0404","1305COL0404_C","Dutchess","COLD SPRING CENTROID","CENTROID",-73.7108,41.915901,"INTERPOLATION-OTHER","NAD83","A(T)"
"1301-0180","Lake Surprise",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301SUR0220","1301SUR0220_BEACH_2","Putnam","SURPRISE LAKE CAMP TEENSIDE BEACH","SHORE",-73.95451,41.458208,"INTERPOLATION-OTHER","NAD83","B"
"1301-0180","Lake Surprise",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301SUR0220","1301SUR0220_C","Putnam","LAKE SURPRISE CENTROID","CENTROID",-73.953102,41.458099,"INTERPOLATION-OTHER","NAD83","B"
"1301-0180","Lake Surprise",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301SUR0220","1301SUR0220_BEACH_1","Putnam","SURPRISE LAKE CAMP MAINSIDE BEACH","SHORE",-73.950135,41.460387,"INTERPOLATION-OTHER","NAD83","B"
"1301-0181","Arthurs, Sphagnum, Tamarack Ponds and...",202000804,"Lower Hudson River","a","pond","IR3_unassessed","1303ART0222E","1303ART0222E_C","Orange","ARTHURS POND CENTROID","CENTROID",-74.0196,41.397598,"INTERPOLATION-OTHER","NAD83","A"
"1301-0181","Arthurs, Sphagnum, Tamarack Ponds and...",202000804,"Lower Hudson River","a","pond","IR3_unassessed","1303ALE0222D","1303ALE0222D_C","Orange","ALECK MEADOW RESERVOIR CENTROID","CENTROID",-74.0149,41.405201,"INTERPOLATION-OTHER","NAD83","A"
"1301-0181","Arthurs, Sphagnum, Tamarack Ponds and...",202000804,"Lower Hudson River","a","pond","IR3_unassessed","1303TAM0222G","1303TAM0222G_C","Orange","TAMARACK POND CENTROID","CENTROID",-74.025803,41.395199,"INTERPOLATION-OTHER","NAD83","A"
"1301-0182","Upper Reservoir",202000804,"Lower Hudson River","a","pond","IR3_unassessed","1303UPP0223","1303UPP0223_C","Orange","UPPER RESERVOIR CENTROID","CENTROID",-74.005302,41.410702,"INTERPOLATION-OTHER","NAD83","A"
"1301-0183","Melzing Reservoir",202000805,"Lower Hudson River","a","pond","IR5_impaired","1301MEL0331","1301MEL0331_DH","Dutchess","Melzingah Reservoir DEEP HOLE","DEEP HOLE",-73.96854401,41.47183228,"GPS - UNSPECIFIED","WGS84","A"
"1301-0183","Melzing Reservoir",202000805,"Lower Hudson River","a","pond","IR5_impaired","1301MEL0331","1301MEL0331_C","Dutchess","MELZINGAH RESERVOIR CENTROID","CENTROID",-73.9673,41.472099,"INTERPOLATION-OTHER","NAD83","A"
"1301-0186","Crystal Lake",202000805,"Lower Hudson River","b","pond","IR3_unassessed","1301CRY0337","1301CRY0337_C","Orange","CRYSTAL LAKE CENTROID","CENTROID",-74.0392,41.497101,"INTERPOLATION-OTHER","NAD83","B"
"1301-0188","Muchattoes Lake",202000805,"Lower Hudson River","c","pond","IR3_unassessed","1301MUC0333","1301MUC0333_C","Orange","MUCHATTOES LAKE CENTROID","CENTROID",-74.030998,41.496899,"INTERPOLATION-OTHER","NAD83","C"
"1301-0189","Glenwood Lake",202000805,"Lower Hudson River","c","pond","IR3_unassessed","1301BRO0338B","1301BRO0338B_C","Orange","BROOKSIDE POND CENTROID","CENTROID",-74.052002,41.507599,"INTERPOLATION-OTHER","NAD83","C"
"1301-0190","Chadwick Lake",202000805,"Lower Hudson River","a","pond","IR5_impaired","1301CHA0341A","1301CHA0341A_DH","Orange","CHADWICK LAKE DEEP HOLE","DEEP HOLE",-74.066789,41.557887,"INTERPOLATION-OTHER","NAD83","A"
"1301-0190","Chadwick Lake",202000805,"Lower Hudson River","a","pond","IR5_impaired","1301CHA0341A","1301CHA0341A_C","Orange","CHADWICK LAKE CENTROID","CENTROID",-74.068802,41.565201,"INTERPOLATION-OTHER","NAD83","A"
"1301-0196","Cobalt Lake",202000801,"Lower Hudson River","b","pond","IR3_unassessed","1301UWB0415B","1301UWB0415B_C","Dutchess","UNNAMED WATER CENTROID","CENTROID",-73.897102,41.679001,"INTERPOLATION-OTHER","NAD83","B"
"1301-0198","Morgan Lake",202000801,"Lower Hudson River","c","pond","IR3_unassessed","1301MOR0418","1301MOR0418_C","Dutchess","MORGAN LAKE CENTROID","CENTROID",-73.9086,41.715698,"INTERPOLATION-OTHER","NAD83","C"
"1301-0201","Staatsburg Reservoir, Browns Pond",202000801,"Lower Hudson River","a","pond","IR3_unassessed","1301BRO0426","1301BRO0426_C","Dutchess","BROWNS POND CENTROID","CENTROID",-73.865402,41.867599,"INTERPOLATION-OTHER","NAD83","A"
"1301-0201","Staatsburg Reservoir, Browns Pond",202000801,"Lower Hudson River","a","pond","IR3_unassessed","1301STA0425C","1301STA0425C_C","Dutchess","STAATSBURG RESERVOIR CENTROID","CENTROID",-73.906097,41.8517,"INTERPOLATION-OTHER","NAD83","A"
"1301-0205","Mirror Lake, Esopus Lake",202000801,"Lower Hudson River","b","pond","IR3_needs-verification","1301MIR0433","1301MIR0433_DH","Ulster","MIRROR LAKE LOWER HUDSON DEEP HOLE","DEEP HOLE",-73.9698,41.8663,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"1301-0205","Mirror Lake, Esopus Lake",202000801,"Lower Hudson River","b","pond","IR3_needs-verification","1301ESO0434","1301ESO0434_DH","Ulster","ESOPUS LAKE DEEP HOLE","DEEP HOLE",-73.96925,41.87556,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"1301-0205","Mirror Lake, Esopus Lake",202000801,"Lower Hudson River","b","pond","IR3_needs-verification","1301ESO0434","1301ESO0434_C","Ulster","ESOPUS LAKE CENTROID","CENTROID",-73.969704,41.876598,"INTERPOLATION-OTHER","NAD83","B"
"1301-0205","Mirror Lake, Esopus Lake",202000801,"Lower Hudson River","b","pond","IR3_needs-verification","1301MIR0433","1301MIR0433_C","Ulster","MIRROR LAKE CENTROID","CENTROID",-73.9701,41.867001,"INTERPOLATION-OTHER","NAD83","B"
"1301-0206","Lily Pond",202000801,"Lower Hudson River","b","pond","IR3_unassessed","1301LIL0436","1301LIL0436_C","Ulster","LILY POND CENTROID","CENTROID",-74.012199,41.7561,"INTERPOLATION-OTHER","NAD83","B"
"1301-0207","Marx Pond",202000801,"Lower Hudson River","c","pond","IR3_unassessed","1301MAR5930","1301MAR5930_C","Ulster","MARX POND CENTROID","CENTROID",-73.999802,41.757702,"INTERPOLATION-OTHER","NAD83","C"
"1301-0208","Chodikee Pond",202000801,"Lower Hudson River","a","pond","IR4a_impaired","1301CHO0437","1301CHO0437_DH","Ulster","CHODIKEE LAKE DEEP HOLE","DEEP HOLE",-73.983852,41.772016,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","A"
"1301-0208","Chodikee Pond",202000801,"Lower Hudson River","a","pond","IR4a_impaired","1301CHO0437","1301CHO0437_C","Ulster","CHODIKEE LAKE CENTROID","CENTROID",-73.983803,41.772701,"INTERPOLATION-OTHER","NAD83","A"
"1301-0211","Round Pond",202000801,"Lower Hudson River","b(t)","pond","IR3_unassessed","1301ROU0446","1301ROU0446_C","Dutchess","ROUND POND CENTROID","CENTROID",-73.825996,41.944302,"INTERPOLATION-OTHER","NAD83","B(T)"
"1301-0214","Sepasco Lake",202000611,"Lower Hudson River","b","pond","IR5_impaired","1301SEP0826","1301SEP0826_BEACH_2","Dutchess","RAMAPO TR","SHORE",-73.838119,41.957416,"INTERPOLATION-OTHER","NAD83","B"
"1301-0214","Sepasco Lake",202000611,"Lower Hudson River","b","pond","IR5_impaired","1301SEP0826","1301SEP0826_C","Dutchess","SEPASCO LAKE CENTROID","CENTROID",-73.837601,41.959801,"INTERPOLATION-OTHER","NAD83","B"
"1301-0214","Sepasco Lake",202000611,"Lower Hudson River","b","pond","IR5_impaired","1301SEP0826","1301SEP0826_BEACH_1","Dutchess","RAMAPO FOR CHILDREN","SHORE",-73.838119,41.957416,"INTERPOLATION-OTHER","NAD83","B"
"1301-0215","Shooks Pond",202000611,"Lower Hudson River","b","pond","IR3_unassessed","1301SHO0825","1301SHO0825_C","Dutchess","SHOOKS POND CENTROID","CENTROID",-73.830399,41.978802,"INTERPOLATION-OTHER","NAD83","B"
"1301-0216","Warackamac Lake",202000611,"Lower Hudson River","b","pond","IR3_unassessed","1301WAR0828","1301WAR0828_C","Dutchess","WARACKAMAC LAKE CENTROID","CENTROID",-73.8135,42.015499,"INTERPOLATION-OTHER","NAD83","B"
"1301-0217","Red Hook Mills Pond",202000611,"Lower Hudson River","b(t)","pond","IR3_unassessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301-0218","Spring Lakes",202000611,"Lower Hudson River","b(t)","pond","IR3_unassessed","1301SPR0830","1301SPR0830_C","Dutchess","SPRING LAKES CENTROID","CENTROID",-73.812302,42.028999,"INTERPOLATION-OTHER","NAD83","B(T)"
"1301-0218","Spring Lakes",202000611,"Lower Hudson River","b(t)","pond","IR3_unassessed","1301SPR0829","1301SPR0829_C","Dutchess","SPRING LAKES CENTROID","CENTROID",-73.817299,42.022701,"INTERPOLATION-OTHER","NAD83","B(T)"
"1301-0224","Underhill Pond",202000611,"Lower Hudson River","b","pond","IR3_unassessed","1301UND0001","1301UND0001_C","Columbia","UNDERHILL POND CENTROID","CENTROID",-73.7808,42.252998,"INTERPOLATION-OTHER","NAD83","B"
"1301-0227","Coxsackie Reservoir",202000604,"Lower Hudson River","a","pond","IR3_unassessed","1301COX0152B","1301COX0152B_C","Greene","COXSACKIE RESERVOIR CENTROID","CENTROID",-73.8647,42.3713,"INTERPOLATION-OTHER","NAD83","A"
"1301-0229","Bronks Lake",202000604,"Lower Hudson River","b","pond","IR3_unassessed","1301BRO0155","1301BRO0155_C","Greene","BRONCKS LAKE CENTROID","CENTROID",-73.870499,42.348,"INTERPOLATION-OTHER","NAD83","B"
"1301-0232","Alcove Reservoir",202000604,"Lower Hudson River","a","pond","IR3_unassessed","1301ALC0185","1301ALC0185_C","Albany","ALCOVE RESERVOIR CENTROID","CENTROID",-73.937599,42.476898,"INTERPOLATION-OTHER","NAD83","A"
"1301-0232","Alcove Reservoir",202000604,"Lower Hudson River","a","pond","IR3_unassessed","1301ALC0185","1301ALC0185_DH","Cortland","ALCOVE RESERVOIR DEEP HOLE","DEEP HOLE",-75.9325,42.4705,"INTERPOLATION-OTHER","NAD83","A"
"1301-0234","Vly Creek Reservoir",202000604,"Lower Hudson River","c","pond","IR5_impaired","1301VLY0262A","1301VLY0262A_C","Albany","VLY CREEK RESERVOIR CENTROID","CENTROID",-73.955597,42.612,"INTERPOLATION-OTHER","NAD83","C"
"1301-0234","Vly Creek Reservoir",202000604,"Lower Hudson River","c","pond","IR5_impaired","1301VLY0262A","1301VLY0262A_DH","Albany","VLY CREEK RESERVOIR DEEP HOLE","DEEP HOLE",-73.95523,42.61486,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","C"
"1301-0235","Lawson Lake",202000604,"Lower Hudson River","b","pond","IR5_impaired","1301LAW0207","1301LAW0207_C","Albany","LAWSON LAKE CENTROID","CENTROID",-73.9599,42.539101,"INTERPOLATION-OTHER","NAD83","B"
"1301-0235","Lawson Lake",202000604,"Lower Hudson River","b","pond","IR5_impaired","1301LAW0207","1301LAW0207_IL2","Albany","LAWSON LAKE INTERNAL LOADING SITE 2","OTHER",-73.960622,42.5371,"INTERPOLATION-OTHER","NAD83","B"
"1301-0235","Lawson Lake",202000604,"Lower Hudson River","b","pond","IR5_impaired","1301LAW0207","1301LAW0207_IL1","Albany","LAWSON LAKE INTERNAL LOADING SITE 1","OTHER",-73.959827,42.54006,"INTERPOLATION-OTHER","NAD83","B"
"1301-0235","Lawson Lake",202000604,"Lower Hudson River","b","pond","IR5_impaired","1301LAW0207","1301LAW0207_DH","Albany","LAWSON LAKE DEEP HOLE","DEEP HOLE",-73.9595,42.54039,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"1301-0235","Lawson Lake",202000604,"Lower Hudson River","b","pond","IR5_impaired","1301LAW0207","1301LAW0207_SW","Albany","LAWSON LAKE SOUTHWEST","SHORE",-73.960946,42.536483,"INTERPOLATION-OTHER","NAD83","B"
"1301-0235","Lawson Lake",202000604,"Lower Hudson River","b","pond","IR5_impaired","1301LAW0207","1301LAW0207_SSW","Albany","LAWSON LAKE SOUTH SOUTHWEST","SHORE",-73.960622,42.53547,"INTERPOLATION-OTHER","NAD83","B"
"1301-0237","Knickerbocker Lake",202000604,"Lower Hudson River","b","pond","IR3_unassessed","1301KNI0211","1301KNI0211_C","Columbia","KNICKERBOCKER LAKE CENTROID","CENTROID",-73.685097,42.4617,"INTERPOLATION-OTHER","NAD83","B"
"1301-0247","Rensselaer Lake",202000603,"Lower Hudson River","b(t)","pond","IR3_needs-verification","1301REN0336","1301REN0336_C","Albany","RENSSELAER LAKE CENTROID","CENTROID",-73.838097,42.6987,"INTERPOLATION-OTHER","NAD83","B(T)"
"1301-0247","Rensselaer Lake",202000603,"Lower Hudson River","b(t)","pond","IR3_needs-verification","1301UWB0354","1301UWB0354_DH","Albany","RENSSELAER LAKE DEEP HOLE","DEEP HOLE",-73.83182,42.69681,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B(T)"
"1301-0247","Rensselaer Lake",202000603,"Lower Hudson River","b(t)","pond","IR3_needs-verification","1301REN0336","1301REN0336_DH","Albany","RENSSELAER LAKE DEEP HOLE","DEEP HOLE",-73.832237,42.696554,"INTERPOLATION-OTHER","NAD83","B(T)"
"1301-0247","Rensselaer Lake",202000603,"Lower Hudson River","b(t)","pond","IR3_needs-verification","1301UWB0354","1301UWB0354_C","Albany","RENSSELAER LAKE CENTROID","CENTROID",-73.734497,42.693298,"INTERPOLATION-OTHER","NAD83","B(T)"
"1301-0248","Littles Lake",202000603,"Lower Hudson River","b","pond","IR3_unassessed","1301LIT0355","1301LIT0355_C","Albany","LITTLES LAKE CENTROID","CENTROID",-73.741203,42.697399,"INTERPOLATION-OTHER","NAD83","B"
"1301-0248","Littles Lake",202000603,"Lower Hudson River","b","pond","IR3_unassessed","1301LIT0355","1301LIT0355_DH","Albany","LITTLES LAKE DEEP HOLE","DEEP HOLE",-73.739952,42.697202,"INTERPOLATION-OTHER","NAD83","B"
"1301-0250","Moules Lake",202000603,"Lower Hudson River","a","pond","IR3_unassessed","1301MOU0374","1301MOU0374_C","Rensselaer","MOULES LAKE CENTROID","CENTROID",-73.6092,42.694099,"INTERPOLATION-OTHER","NAD83","A"
"1301-0251","Racquet Lake",202000603,"Lower Hudson River","b","pond","IR3_unassessed","1301REI0382","1301REI0382_BEACH","Rensselaer","SAND LAKE TOWN BEACH","SHORE",-73.591399,42.651898,"INTERPOLATION-OTHER","NAD83","B"
"1301-0251","Racquet Lake",202000603,"Lower Hudson River","b","pond","IR3_unassessed","1301REI0382","1301REI0382_DH","Rensselaer","RAQUET (REICHARDS) LAKE","DEEP HOLE",-73.594698,42.652211,"GPS WIDE AREA AUGMENTATION SYSTEM","NAD83","B"
"1301-0251","Racquet Lake",202000603,"Lower Hudson River","b","pond","IR3_unassessed","1301REI0382","1301REI0382_C","Rensselaer","REICHARDS LAKE CENTROID","CENTROID",-73.594398,42.652802,"INTERPOLATION-OTHER","NAD83","B"
"1301-0252","Burdens Pond",202000603,"Lower Hudson River","c","pond","IR3_unassessed","1301BUR0366","1301BUR0366_C","Rensselaer","BURDENS POND CENTROID","CENTROID",-73.684898,42.705502,"INTERPOLATION-OTHER","NAD83","C"
"1301-0254","Crooked Lake",202000603,"Lower Hudson River","b","pond","IR3_unassessed","1301CRO0397","1301CRO0397_BEACH","Rensselaer","METHODIST FARM ASSOCIATION","SHORE",-73.52607,42.609036,"INTERPOLATION-OTHER","NAD83","B"
"1301-0254","Crooked Lake",202000603,"Lower Hudson River","b","pond","IR3_unassessed","1301CRO0397","1301CRO0397_DH","Rensselaer","CROOKED LAKE (AVERILL PARK) DEEP HOLE","DEEP HOLE",-73.530636,42.612422,"INTERPOLATION-OTHER","NAD83","B"
